sampling_point_id,begin_position,end_position,value,verification_flag,validation_flag
SPO-AD0944A-9053,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,834,3,1
SPO-AD0944A-9053,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,833,3,1
SPO-AD0944A-9054,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,6.8,3,1
SPO-AD0944A-9054,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,7,3,1
SPO-AD0944A-9054,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,7.8,3,1
SPO-AD0944A-9054,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,8.3,3,1
SPO-AD0944A-9058,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,91.3,3,1
SPO-AD0944A-9058,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,92.3,3,1
SPO-AD0944A-9058,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,96.3,3,1
SPO-AD0944A-9058,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,90.3,3,1
SPO-AD0944A-9072,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,117,3,1
SPO-AD0944A-9072,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,109,3,1
SPO-AD0944A-9072,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,175,3,1
SPO-AD0944A-9072,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,177,3,1
SPO-AD0944A-9060,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,0,3,1
SPO-AD0944A-9060,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,1.6,3,1
SPO-AD0944A-9060,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.8,3,1
SPO-AD0944A-9060,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0.4,3,1
SPO-AD0942A-0005,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,19.1,3,1
SPO-AD0942A-0005,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,22.4,3,1
SPO-AD0942A-0005,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,55.1,3,1
SPO-AD0942A-0005,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,24.8,3,1
SPO-AD0940A-0001,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,4.5,3,1
SPO-AD0940A-0001,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,4.2,3,1
SPO-AD0940A-0001,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,4.9,3,1
SPO-AD0940A-0001,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,5.1,3,1
SPO-AD0940A-0010,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,0.7,3,1
SPO-AD0940A-0010,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,0.7,3,1
SPO-AD0940A-0010,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.8,3,1
SPO-AD0940A-0010,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0.8,3,1
SPO-AD0945A-0007,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,NA,3,-1
SPO-AD0943A-0038,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,200.7,3,1
SPO-AD0943A-0038,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,213.5,3,1
SPO-AD0943A-0038,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,152.9,3,1
SPO-AD0943A-0038,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,199.8,3,1
SPO-AD0943A-0008,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,89.6,3,1
SPO-AD0943A-0008,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,87.1,3,1
SPO-AD0943A-0008,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,80.6,3,1
SPO-AD0943A-0008,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,87,3,1
SPO-AD0943A-0009,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,404.9,3,1
SPO-AD0943A-0009,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,422.4,3,1
SPO-AD0943A-0009,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,320.3,3,1
SPO-AD0943A-0009,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,400.1,3,1
SPO-AD0940A-6001,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,14.8,3,1
SPO-AD0940A-6001,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,17.7,3,1
SPO-AD0940A-6001,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,17.7,3,1
SPO-AD0940A-6001,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,21.7,3,1
SPO-AD0942A-6001,2021-12-28T12:00:00+01:00,2021-12-28T13:00:00+01:00,13.5,3,1
SPO-AD0942A-6001,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,16.9,3,1
SPO-AD0942A-6001,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,21.9,3,1
SPO-AD0942A-6001,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,16.4,3,1
SPO-AD0942A-0001,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,3.3,3,1
SPO-AD0942A-0001,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,3.2,3,1
SPO-AD0942A-0001,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,2.8,3,1
SPO-AD0942A-0001,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,3,3,1
SPO-AD0942A-0038,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,83.5,3,1
SPO-AD0942A-0038,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,89.6,3,1
SPO-AD0942A-0038,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,71.2,3,1
SPO-AD0942A-0038,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,73,3,1
SPO-AD0942A-0008,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,54.2,3,1
SPO-AD0942A-0008,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,52,3,1
SPO-AD0942A-0008,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,47.5,3,1
SPO-AD0942A-0008,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,50.1,3,1
SPO-AD0942A-0009,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,187.6,3,1
SPO-AD0942A-0009,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,195.1,3,1
SPO-AD0942A-0009,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,161.4,3,1
SPO-AD0942A-0009,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,166.9,3,1
SPO-AD0942A-0010,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,0.4,3,1
SPO-AD0942A-0010,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.5,3,1
SPO-AD0942A-0010,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0.4,3,1
SPO-AD0942A-0010,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,0.4,3,1
SPO-AD0942A-0007,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,3.1,3,1
SPO-AD0942A-0007,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,3.2,3,1
SPO-AD0942A-0007,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,3.4,3,1
SPO-AD0942A-0007,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,1.9,3,1
SPO-AD0942A-9052,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,233,3,1
SPO-AD0942A-9052,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,135,3,1
SPO-AD0942A-9052,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,258,3,1
SPO-AD0942A-9052,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,200,3,1
SPO-AD0942A-9051,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,0.6,3,1
SPO-AD0942A-9051,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.5,3,1
SPO-AD0942A-9051,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0.4,3,1
SPO-AD0942A-9051,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,0.8,3,1
SPO-AD0942A-9054,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,9.3,3,1
SPO-AD0942A-9054,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,10.1,3,1
SPO-AD0942A-9054,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,11.2,3,1
SPO-AD0942A-9054,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,10.8,3,1
SPO-AD0942A-9058,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,84,3,1
SPO-AD0942A-9058,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,86.6,3,1
SPO-AD0942A-9058,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,86,3,1
SPO-AD0942A-9058,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,88.2,3,1
SPO-AD0942A-9053,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,897,3,1
SPO-AD0942A-9053,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,897,3,1
SPO-AD0942A-9053,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,896,3,1
SPO-AD0942A-9053,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,897,3,1
SPO-AD0942A-9072,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,87,3,1
SPO-AD0942A-9072,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,133,3,1
SPO-AD0942A-9072,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,112,3,1
SPO-AD0942A-9072,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,51,3,1
SPO-AD0942A-9060,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,0.8,3,1
SPO-AD0942A-9060,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.4,3,1
SPO-AD0942A-9060,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0.4,3,1
SPO-AD0942A-9060,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,0,3,1
SPO-AD0940A-0038,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,77,3,1
SPO-AD0940A-0038,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,93.3,3,1
SPO-AD0940A-0038,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,94.4,3,1
SPO-AD0940A-0038,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,54.9,3,1
SPO-AD0940A-0008,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,68,3,1
SPO-AD0940A-0008,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,72.2,3,1
SPO-AD0940A-0008,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,68.7,3,1
SPO-AD0940A-0008,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,56.8,3,1
SPO-AD0940A-0009,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,181.2,3,1
SPO-AD0940A-0009,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,209.1,3,1
SPO-AD0940A-0009,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,207.4,3,1
SPO-AD0940A-0009,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,137.2,3,1
SPO-AD0940A-9052,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,198,3,1
SPO-AD0940A-9052,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,168,3,1
SPO-AD0940A-9052,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,142,3,1
SPO-AD0940A-9052,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,124,3,1
SPO-AD0940A-9051,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,0.2,3,1
SPO-AD0940A-9051,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.2,3,1
SPO-AD0940A-9051,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0.4,3,1
SPO-AD0940A-9051,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,0.2,3,1
SPO-AD0940A-9054,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,8.7,3,1
SPO-AD0940A-9054,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,9.4,3,1
SPO-AD0940A-9054,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,10,3,1
SPO-AD0940A-9054,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,10.4,3,1
SPO-AD0940A-9058,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,82.1,3,1
SPO-AD0940A-9058,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,83.9,3,1
SPO-AD0940A-9058,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,86.8,3,1
SPO-AD0940A-9058,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,86.5,3,1
SPO-AD0940A-9053,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,902,3,1
SPO-AD0940A-9053,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,901,3,1
SPO-AD0940A-9053,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,901,3,1
SPO-AD0940A-9053,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,901,3,1
SPO-AD0940A-9072,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,110,3,1
SPO-AD0940A-9072,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,121,3,1
SPO-AD0940A-9072,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,118,3,1
SPO-AD0940A-9072,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,63,3,1
SPO-AD0940A-9060,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,0.4,3,1
SPO-AD0940A-9060,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.4,3,1
SPO-AD0940A-9060,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0,3,1
SPO-AD0940A-9060,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,0,3,1
SPO-AD0944A-0007,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,63,3,1
SPO-AD0944A-0007,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,52.4,3,1
SPO-AD0944A-0007,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,59.8,3,1
SPO-AD0944A-0007,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,63.9,3,1
SPO-AD0944A-9052,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,60,3,1
SPO-AD0944A-9052,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,99,3,1
SPO-AD0944A-9052,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,48,3,1
SPO-AD0944A-9052,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,46,3,1
SPO-AD0944A-9051,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,0.7,3,1
SPO-AD0944A-9051,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.7,3,1
SPO-AD0944A-9051,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0.4,3,1
SPO-AD0944A-9051,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,1,3,1
SPO-AD0944A-9053,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,834,3,1
SPO-AD0944A-9053,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,834,3,1
SPO-AD0944A-9053,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,833,3,1
SPO-AD0944A-9053,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,834,3,1
SPO-AD0944A-9054,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,7,3,1
SPO-AD0944A-9054,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,7.8,3,1
SPO-AD0944A-9054,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,8.3,3,1
SPO-AD0944A-9054,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,7.3,3,1
SPO-AD0944A-9058,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,92.3,3,1
SPO-AD0944A-9058,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,96.3,3,1
SPO-AD0944A-9058,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,90.3,3,1
SPO-AD0944A-9058,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,94,3,1
SPO-AD0944A-9072,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,109,3,1
SPO-AD0944A-9072,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,175,3,1
SPO-AD0944A-9072,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,177,3,1
SPO-AD0944A-9072,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,58,3,1
SPO-AD0944A-9060,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,1.6,3,1
SPO-AD0944A-9060,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.8,3,1
SPO-AD0944A-9060,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0.4,3,1
SPO-AD0944A-9060,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,0.4,3,1
SPO-AD0942A-0005,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,22.4,3,1
SPO-AD0942A-0005,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,55.1,3,1
SPO-AD0942A-0005,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,24.8,3,1
SPO-AD0942A-0005,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,23.9,3,1
SPO-AD0940A-0001,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,4.2,3,1
SPO-AD0940A-0001,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,4.9,3,1
SPO-AD0940A-0001,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,5.1,3,1
SPO-AD0940A-0001,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,3.8,3,1
SPO-AD0940A-0010,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,0.7,3,1
SPO-AD0940A-0010,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.8,3,1
SPO-AD0940A-0010,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0.8,3,1
SPO-AD0940A-0010,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,0.6,3,1
SPO-AD0945A-0007,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,NA,3,-1
SPO-AD0945A-0007,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,NA,3,-1
SPO-AD0943A-0038,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,213.5,3,1
SPO-AD0943A-0038,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,152.9,3,1
SPO-AD0943A-0038,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,199.8,3,1
SPO-AD0943A-0038,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,187.1,3,1
SPO-AD0943A-0008,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,87.1,3,1
SPO-AD0943A-0008,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,80.6,3,1
SPO-AD0943A-0008,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,87,3,1
SPO-AD0943A-0008,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,70.5,3,1
SPO-AD0943A-0009,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,422.4,3,1
SPO-AD0943A-0009,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,320.3,3,1
SPO-AD0943A-0009,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,400.1,3,1
SPO-AD0943A-0009,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,364.6,3,1
SPO-AD0940A-6001,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,17.7,3,1
SPO-AD0940A-6001,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,17.7,3,1
SPO-AD0940A-6001,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,21.7,3,1
SPO-AD0940A-6001,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,13.1,3,1
SPO-AD0942A-6001,2021-12-28T13:00:00+01:00,2021-12-28T14:00:00+01:00,16.9,3,1
SPO-AD0942A-6001,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,21.9,3,1
SPO-AD0942A-6001,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,16.4,3,1
SPO-AD0942A-6001,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,18.9,3,1
SPO-AD0942A-0001,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,3.2,3,1
SPO-AD0942A-0001,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,2.8,3,1
SPO-AD0942A-0001,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,3,3,1
SPO-AD0942A-0001,2021-12-28T17:00:00+01:00,2021-12-28T18:00:00+01:00,2.9,3,1
SPO-AD0942A-0038,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,89.6,3,1
SPO-AD0942A-0038,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,71.2,3,1
SPO-AD0942A-0038,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,73,3,1
SPO-AD0942A-0038,2021-12-28T17:00:00+01:00,2021-12-28T18:00:00+01:00,73.2,3,1
SPO-AD0942A-0008,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,52,3,1
SPO-AD0942A-0008,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,47.5,3,1
SPO-AD0942A-0008,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,50.1,3,1
SPO-AD0942A-0008,2021-12-28T17:00:00+01:00,2021-12-28T18:00:00+01:00,47.4,3,1
SPO-AD0942A-0009,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,195.1,3,1
SPO-AD0942A-0009,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,161.4,3,1
SPO-AD0942A-0009,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,166.9,3,1
SPO-AD0942A-0009,2021-12-28T17:00:00+01:00,2021-12-28T18:00:00+01:00,164.4,3,1
SPO-AD0942A-0010,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.5,3,1
SPO-AD0942A-0010,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0.4,3,1
SPO-AD0942A-0010,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,0.4,3,1
SPO-AD0942A-0010,2021-12-28T17:00:00+01:00,2021-12-28T18:00:00+01:00,0.3,3,1
SPO-AD0942A-0007,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,3.2,3,1
SPO-AD0942A-0007,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,3.4,3,1
SPO-AD0942A-0007,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,1.9,3,1
SPO-AD0942A-0007,2021-12-28T17:00:00+01:00,2021-12-28T18:00:00+01:00,1.1,3,1
SPO-AD0942A-9052,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,135,3,1
SPO-AD0942A-9052,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,258,3,1
SPO-AD0942A-9052,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,200,3,1
SPO-AD0942A-9052,2021-12-28T17:00:00+01:00,2021-12-28T18:00:00+01:00,121,3,1
SPO-AD0942A-9051,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,0.5,3,1
SPO-AD0942A-9051,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,0.4,3,1
SPO-AD0942A-9051,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,0.8,3,1
SPO-AD0942A-9051,2021-12-28T17:00:00+01:00,2021-12-28T18:00:00+01:00,0.9,3,1
SPO-AD0942A-9054,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,10.1,3,1
SPO-AD0942A-9054,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,11.2,3,1
SPO-AD0942A-9054,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,10.8,3,1
SPO-AD0942A-9054,2021-12-28T17:00:00+01:00,2021-12-28T18:00:00+01:00,9.9,3,1
SPO-AD0942A-9058,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,86.6,3,1
SPO-AD0942A-9058,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,86,3,1
SPO-AD0942A-9058,2021-12-28T16:00:00+01:00,2021-12-28T17:00:00+01:00,88.2,3,1
SPO-AD0942A-9058,2021-12-28T17:00:00+01:00,2021-12-28T18:00:00+01:00,89.3,3,1
SPO-AD0942A-9053,2021-12-28T14:00:00+01:00,2021-12-28T15:00:00+01:00,897,3,1
SPO-AD0942A-9053,2021-12-28T15:00:00+01:00,2021-12-28T16:00:00+01:00,896,3,1
